school_name,major_name,batch,batch_year,tier
内蒙古大学,俄语,,,national
内蒙古大学,信息与计算科学,,,national
内蒙古大学,劳动与社会保障,,,national
内蒙古大学,化学,,,national
内蒙古大学,化学工程与工艺,,,national
内蒙古大学,历史学,,,national
内蒙古大学,哲学,,,national
内蒙古大学,工商管理,,,national
内蒙古大学,数学与应用数学,,,national
内蒙古大学,新闻学,,,national
内蒙古大学,旅游管理,,,national
内蒙古大学,日语,,,national
内蒙古大学,民族学,,,national
内蒙古大学,汉语国际教育,,,national
内蒙古大学,汉语言文学,,,national
内蒙古大学,法学,,,national
内蒙古大学,物理学,,,national
内蒙古大学,环境科学,,,national
内蒙古大学,生态学,,,national
内蒙古大学,生物技术,,,national
内蒙古大学,生物科学,,,national
内蒙古大学,电子信息科学与技术,,,national
内蒙古大学,电子科学与技术,,,national
内蒙古大学,社会学,,,national
内蒙古大学,经济学,,,national
内蒙古大学,英语,,,national
内蒙古大学,行政管理,,,national
内蒙古大学,计算机科学与技术,,,national
内蒙古大学,软件工程,,,national
内蒙古大学,金融学,,,national
内蒙古工业大学,化学工程与工艺,,,national
内蒙古工业大学,化学工程与工艺（新能源学院）,,,national
内蒙古工业大学,土木工程,,,national
内蒙古工业大学,城乡规划,,,national
内蒙古工业大学,工商管理,,,national
内蒙古工业大学,工程力学,,,national
内蒙古工业大学,建筑学,,,national
内蒙古工业大学,建筑环境与能源应用工程,,,national
内蒙古工业大学,新能源科学与工程,,,national
内蒙古工业大学,新能源科学与工程（新能源学院）,,,national
内蒙古工业大学,机械电子工程,,,national
内蒙古工业大学,机械设计制造及其自动化,,,national
内蒙古工业大学,材料成型及控制工程,,,national
内蒙古工业大学,环境设计,,,national
内蒙古工业大学,电子信息工程,,,national
内蒙古工业大学,电气工程及其自动化,,,national
内蒙古工业大学,电气工程及其自动化（新能源学院）,,,national
内蒙古工业大学,社会工作,,,national
内蒙古工业大学,能源与动力工程,,,national
内蒙古工业大学,能源与动力工程（新能源学院）,,,national
内蒙古工业大学,自动化,,,national
内蒙古工业大学,英语,,,national
内蒙古工业大学,计算机科学与技术,,,national
内蒙古工业大学,软件工程,,,national
内蒙古师范大学,中国少数民族语言文学,,,national
内蒙古师范大学,体育教育,,,national
内蒙古师范大学,化学,,,national
内蒙古师范大学,历史学,,,national
内蒙古师范大学,土地资源管理,,,national
内蒙古师范大学,地理科学,,,national
内蒙古师范大学,学前教育,,,national
内蒙古师范大学,心理学,,,national
内蒙古师范大学,思想政治教育,,,national
内蒙古师范大学,教育学,,,national
内蒙古师范大学,数字媒体艺术,,,national
内蒙古师范大学,数学与应用数学,,,national
内蒙古师范大学,新闻学,,,national
内蒙古师范大学,汉语言文学,,,national
内蒙古师范大学,物理学,,,national
内蒙古师范大学,生物科学,,,national
内蒙古师范大学,经济学,,,national
内蒙古师范大学,美术学,,,national
内蒙古师范大学,英语,,,national
内蒙古师范大学,视觉传达设计,,,national
内蒙古师范大学,计算机科学与技术,,,national
内蒙古师范大学,音乐学,,,national
内蒙古民族大学,农学,,,national
内蒙古民族大学,化学,,,national
内蒙古民族大学,机械设计制造及其自动化,,,national
内蒙古民族大学,汉语言文学,,,national
内蒙古民族大学,英语,,,national
内蒙古民族大学,计算机科学与技术,,,national
内蒙古科技大学,产品设计,,,national
内蒙古科技大学,冶金工程,,,national
内蒙古科技大学,土木工程,,,national
内蒙古科技大学,建筑学,,,national
内蒙古科技大学,机械设计制造及其自动化,,,national
内蒙古科技大学,自动化,,,national
内蒙古科技大学,金属材料工程,,,national
内蒙古科技大学包头医学院,预防医学,,,national
内蒙古科技大学包头师范学院,历史学,,,national
内蒙古科技大学包头师范学院,小学教育,,,national
内蒙古科技大学包头师范学院,汉语言文学,,,national
内蒙古科技大学包头师范学院,计算机科学与技术,,,national
内蒙古艺术学院,动画,,,national
内蒙古艺术学院,服装与服饰设计,,,national
内蒙古艺术学院,绘画,,,national
内蒙古艺术学院,舞蹈编导,,,national
内蒙古艺术学院,舞蹈表演,,,national
内蒙古艺术学院,视觉传达设计,,,national
内蒙古艺术学院,音乐表演,,,national
内蒙古财经大学,会计学,,,national
内蒙古财经大学,国际经济与贸易,,,national
内蒙古财经大学,工商管理,,,national
内蒙古财经大学,市场营销,,,national
内蒙古财经大学,应用统计学,,,national
内蒙古财经大学,投资学,,,national
内蒙古财经大学,旅游管理,,,national
内蒙古财经大学,法学,,,national
内蒙古财经大学,物流管理,,,national
内蒙古财经大学,经济学,,,national
内蒙古财经大学,财务管理,,,national
内蒙古财经大学,财政学,,,national
内蒙古财经大学,资产评估,,,national
内蒙古财经大学,金融学,,,national
北京中医药大学,中医学,,,national
北京中医药大学,中药制药,,,national
北京中医药大学,中药学,,,national
北京中医药大学,公共事业管理,,,national
北京中医药大学,护理学,,,national
北京中医药大学,药学,,,national
北京中医药大学,针灸推拿学,,,national
北京交通大学,交通工程,,,national
北京交通大学,交通运输,,,national
北京交通大学,交通运输（城市轨道交通）,,,national
北京交通大学,交通运输（民航运输）,,,national
北京交通大学,交通运输（铁道运输）,,,national
北京交通大学,会计学,,,national
北京交通大学,信息与计算科学,,,national
北京交通大学,信息安全,,,national
北京交通大学,信息工程,,,national
北京交通大学,信息管理与信息系统,,,national
北京交通大学,光电信息科学与工程,,,national
北京交通大学,土木工程,,,national
北京交通大学,工商管理,,,national
北京交通大学,工程管理,,,national
北京交通大学,应用物理学（黄昆英才班）,,,national
北京交通大学,建筑学,,,national
北京交通大学,数字媒体艺术,,,national
北京交通大学,机械电子工程（中外合作办学）,,,national
北京交通大学,法学,,,national
北京交通大学,测控技术与仪器,,,national
北京交通大学,物流工程,,,national
北京交通大学,物流管理,,,national
北京交通大学,物联网工程,,,national
北京交通大学,环境工程（智慧环境与低碳技术）,,,national
北京交通大学,环境设计,,,national
北京交通大学,电子科学与技术,,,national
北京交通大学,电气工程及其自动化,,,national
北京交通大学,纳米材料与技术（中外合作办学）,,,national
北京交通大学,纳米材料与技术（智能材料）,,,national
北京交通大学,经济学,,,national
北京交通大学,统计学,,,national
北京交通大学,网络与新媒体,,,national
北京交通大学,能源与动力工程,,,national
北京交通大学,自动化,,,national
北京交通大学,英语,,,national
北京交通大学,视觉传达设计,,,national
北京交通大学,计算机科学与技术,,,national
北京交通大学,计算机科学与技术（铁路信息技术）,,,national
北京交通大学,轨道交通信号与控制,,,national
北京交通大学,软件工程（国家特色化示范性软件学院）,,,national
北京交通大学,通信工程,,,national
北京交通大学,铁道工程,,,national
北京交通大学（威海校区）,会计学（中外合作办学）,,,national
北京交通大学（威海校区）,工商管理（中外合作办学）,,,national
北京交通大学（威海校区）,数字媒体艺术（中外合作办学）,,,national
北京交通大学（威海校区）,环境工程（中外合作办学）,,,national
北京交通大学（威海校区）,计算机科学与技术（中外合作办学）,,,national
北京交通大学（威海校区）,通信工程（中外合作办学）,,,national
北京体育大学,休闲体育,,,national
北京体育大学,体育教育,,,national
北京体育大学,体育经济与管理,,,national
北京体育大学,公共事业管理,,,national
北京体育大学,应用心理学,,,national
北京体育大学,新闻学,,,national
北京体育大学,旅游管理,,,national
北京体育大学,舞蹈表演,,,national
北京体育大学,运动人体科学,,,national
北京体育大学,运动康复,,,national
北京信息科技大学,人力资源管理,,,national
北京信息科技大学,信息与计算科学,,,national
北京信息科技大学,信息安全,,,national
北京信息科技大学,信息管理与信息系统,,,national
北京信息科技大学,工商管理,,,national
北京信息科技大学,机械设计制造及其自动化,,,national
北京信息科技大学,测控技术与仪器,,,national
北京信息科技大学,电气工程及其自动化,,,national
北京信息科技大学,自动化,,,national
北京信息科技大学,计算机科学与技术,,,national
北京信息科技大学,财务管理,,,national
北京信息科技大学,软件工程,,,national
北京信息科技大学,通信工程,,,national
北京农学院,农林经济管理,,,national
北京农学院,动物医学,,,national
北京农学院,园林,,,national
北京农学院,园艺,,,national
北京化工大学,会计学,,,national
北京化工大学,公共事业管理,,,national
北京化工大学,制药工程,,,national
北京化工大学,功能材料,,,national
北京化工大学,化学,,,national
北京化工大学,化学工程与工艺,,,national
北京化工大学,国际经济与贸易,,,national
北京化工大学,安全工程,,,national
北京化工大学,工商管理,,,national
北京化工大学,应用化学,,,national
北京化工大学,机械设计制造及其自动化,,,national
北京化工大学,材料科学与工程,,,national
北京化工大学,法学,,,national
北京化工大学,测控技术与仪器,,,national
北京化工大学,环境工程,,,national
北京化工大学,生物工程,,,national
北京化工大学,电子信息工程,,,national
北京化工大学,能源化学工程,,,national
北京化工大学,自动化,,,national
北京化工大学,计算机科学与技术,,,national
北京化工大学,过程装备与控制工程,,,national
北京化工大学,高分子材料与工程,,,national
北京协和医学院,临床医学,,,national
北京协和医学院,护理学,,,national
北京印刷学院,动画,,,national
北京印刷学院,印刷工程,,,national
北京印刷学院,数字出版,,,national
北京印刷学院,数字媒体艺术,,,national
北京印刷学院,机械工程,,,national
北京印刷学院,编辑出版学,,,national
北京印刷学院,网络与新媒体,,,national
北京印刷学院,视觉传达设计,,,national
北京外国语大学,会计学,,,national
北京外国语大学,俄语,,,national
北京外国语大学,信息管理与信息系统,,,national
北京外国语大学,国际经济与贸易,,,national
北京外国语大学,土耳其语,,,national
北京外国语大学,外交学,,,national
北京外国语大学,工商管理,,,national
北京外国语大学,德语,,,national
北京外国语大学,意大利语,,,national
北京外国语大学,新闻学,,,national
北京外国语大学,日语,,,national
北京外国语大学,朝鲜语,,,national
北京外国语大学,柬埔寨语,,,national
北京外国语大学,汉语国际教育,,,national
北京外国语大学,汉语言文学,,,national
北京外国语大学,法学,,,national
北京外国语大学,法语,,,national
北京外国语大学,波兰语,,,national
北京外国语大学,波斯语,,,national
北京外国语大学,电子商务,,,national
北京外国语大学,翻译,,,national
北京外国语大学,英语,,,national
北京外国语大学,葡萄牙语,,,national
北京外国语大学,西班牙语,,,national
北京外国语大学,计算机科学与技术,,,national
北京外国语大学,越南语,,,national
北京外国语大学,金融学,,,national
北京外国语大学,阿尔巴尼亚语,,,national
北京外国语大学,阿拉伯语,,,national
北京外国语大学,马来语,,,national
北京大学,世界史,,,national
北京大学,人文地理与城乡规划,,,national
北京大学,人文地理与城乡规划（国土空间规划方向）,,,national
北京大学,会计学,,,national
北京大学,俄语,,,national
北京大学,信息与计算科学,,,national
北京大学,化学,,,national
北京大学,印地语,,,national
北京大学,印度尼西亚语,,,national
北京大学,历史学（中国史）,,,national
北京大学,古典文献学,,,national
北京大学,哲学,,,national
北京大学,哲学（科技哲学与逻辑学方向）,,,national
北京大学,国际政治,,,national
北京大学,国际政治（国际政治经济学专业方向）,,,national
北京大学,国际政治（国际组织与国际公共政策专业方向）,,,national
北京大学,图书馆学,,,national
北京大学,地质学,,,national
北京大学,城市管理,,,national
北京大学,大气科学,,,national
北京大学,天文学,,,national
北京大学,广告学,,,national
北京大学,微电子科学与工程,,,national
北京大学,德语,,,national
北京大学,心理学,,,national
北京大学,政治学与行政学,,,national
北京大学,政治学与行政学（数字治理方向）,,,national
北京大学,数学与应用数学,,,national
北京大学,新闻学,,,national
北京大学,日语,,,national
北京大学,智能科学与技术,,,national
北京大学,朝鲜语,,,national
北京大学,材料科学与工程,,,national
北京大学,汉语言,,,national
北京大学,汉语言文学,,,national
北京大学,法学,,,national
北京大学,法语,,,national
北京大学,物理学,,,national
北京大学,环境工程,,,national
北京大学,环境科学,,,national
北京大学,环境科学（环境健康方向）,,,national
北京大学,理论与应用力学,,,national
北京大学,生态学,,,national
北京大学,生物医学工程,,,national
北京大学,生物技术,,,national
北京大学,生物科学,,,national
北京大学,电子信息科学与技术,,,national
北京大学,社会学,,,national
北京大学,社会工作,,,national
北京大学,空间科学与技术,,,national
北京大学,经济学,,,national
北京大学,经济学（国家发展方向）,,,national
北京大学,统计学,,,national
北京大学,缅甸语,,,national
北京大学,考古学,,,national
北京大学,考古学（文物建筑方向）,,,national
北京大学,自然地理与资源环境,,,national
北京大学,艺术史论,,,national
北京大学,英语,,,national
北京大学,行政管理,,,national
北京大学,西班牙语,,,national
北京大学,计算机科学与技术,,,national
北京大学,财政学,,,national
北京大学,软件工程,,,national
北京大学,金融学,,,national
北京大学,金融学（金融经济方向）,,,national
北京大学,阿拉伯语,,,national
北京大学医学部,临床医学,,,national
北京大学医学部,医学检验技术,,,national
北京大学医学部,口腔医学,,,national
北京大学医学部,基础医学,,,national
北京大学医学部,护理学,,,national
北京大学医学部,英语,,,national
北京大学医学部,药学,,,national
北京大学医学部,预防医学,,,national
北京工业大学,交通工程,,,national
北京工业大学,交通工程（詹天佑班）,,,national
北京工业大学,交通设备与控制工程,,,national
北京工业大学,会计学,,,national
北京工业大学,信息与计算科学,,,national
北京工业大学,信息安全（实验班）,,,national
北京工业大学,信息管理与信息系统,,,national
北京工业大学,国际经济与贸易,,,national
北京工业大学,土木工程,,,national
北京工业大学,土木工程（茅以升班）,,,national
北京工业大学,城乡规划,,,national
北京工业大学,工艺美术,,,national
北京工业大学,应用化学,,,national
北京工业大学,应用物理学,,,national
北京工业大学,建筑学,,,national
北京工业大学,建筑环境与能源应用工程,,,national
北京工业大学,新能源科学与工程,,,national
北京工业大学,新能源科学与工程（新能源和环科双学士学位）,,,national
北京工业大学,机械工程,,,national
北京工业大学,材料科学与工程,,,national
北京工业大学,测控技术与仪器,,,national
北京工业大学,物联网工程,,,national
北京工业大学,物联网工程（中外合作办学）,,,national
北京工业大学,环境工程,,,national
北京工业大学,环境设计,,,national
北京工业大学,生物医学工程,,,national
北京工业大学,生物医学工程（化生医工交叉双学士学位）,,,national
北京工业大学,生物技术（实验班）,,,national
北京工业大学,电子信息工程,,,national
北京工业大学,电子信息工程（中外合作办学）,,,national
北京工业大学,电子信息工程（实验班）,,,national
北京工业大学,电子科学与技术（实验班）,,,national
北京工业大学,社会学,,,national
北京工业大学,社会工作,,,national
北京工业大学,给排水科学与工程,,,national
北京工业大学,统计学,,,national
北京工业大学,自动化,,,national
北京工业大学,计算机科学与技术,,,national
北京工业大学,计算机科学与技术（实验班）,,,national
北京工业大学,软件工程（中外合作办学）,,,national
北京工业大学,软件工程（实验班）,,,national
北京工商大学,会计学,,,national
北京工商大学,信息工程,,,national
北京工商大学,化妆品技术与工程,,,national
北京工商大学,工商管理,,,national
北京工商大学,应用统计学,,,national
北京工商大学,新闻学,,,national
北京工商大学,法学,,,national
北京工商大学,环境工程,,,national
北京工商大学,经济学,,,national
北京工商大学,计算机科学与技术,,,national
北京工商大学,财务管理,,,national
北京工商大学,贸易经济,,,national
北京工商大学,软件工程,,,national
北京工商大学,酿酒工程,,,national
北京工商大学,金融学,,,national
北京工商大学,金融工程,,,national
北京工商大学,食品科学与工程,,,national
北京工商大学,食品质量与安全,,,national
北京工商大学,高分子材料与工程,,,national
北京师范大学,书法学,,,national
北京师范大学,人力资源管理,,,national
北京师范大学,人文地理与城乡规划,,,national
北京师范大学,会计学,,,national
北京师范大学,传播学,,,national
北京师范大学,体育教育,,,national
北京师范大学,俄语,,,national
北京师范大学,信息管理与信息系统,,,national
北京师范大学,公共事业管理,,,national
北京师范大学,化学,,,national
北京师范大学,历史学,,,national
北京师范大学,哲学,,,national
北京师范大学,国际经济与贸易,,,national
北京师范大学,地理信息科学,,,national
北京师范大学,地理科学,,,national
北京师范大学,天文学,,,national
北京师范大学,学前教育,,,national
北京师范大学,工商管理,,,national
北京师范大学,心理学,,,national
北京师范大学,思想政治教育,,,national
北京师范大学,戏剧影视文学,,,national
北京师范大学,教育学,,,national
北京师范大学,教育技术学,,,national
北京师范大学,数字媒体艺术,,,national
北京师范大学,数学与应用数学,,,national
北京师范大学,日语,,,national
北京师范大学,汉语言文学,,,national
北京师范大学,法学,,,national
北京师范大学,物理学,,,national
北京师范大学,特殊教育,,,national
北京师范大学,环境工程,,,national
北京师范大学,环境科学,,,national
北京师范大学,生物技术,,,national
北京师范大学,生物科学,,,national
北京师范大学,经济学,,,national
北京师范大学,统计学,,,national
北京师范大学,美术学,,,national
北京师范大学,自然地理与资源环境,,,national
北京师范大学,舞蹈学,,,national
北京师范大学,英语,,,national
北京师范大学,计算机科学与技术,,,national
北京师范大学,金融学,,,national
北京师范大学,音乐学,,,national
北京师范大学-香港浸会大学联合国际学院,统计学,3,2021,national
北京师范大学-香港浸会大学联合国际学院,计算机科学与技术,3,2021,national
北京建筑大学,交通工程,,,national
北京建筑大学,历史建筑保护工程,,,national
北京建筑大学,土木工程,,,national
北京建筑大学,城乡规划,,,national
北京建筑大学,工程管理,,,national
北京建筑大学,工程造价,,,national
北京建筑大学,建筑学,,,national
北京建筑大学,建筑环境与能源应用工程,,,national
北京建筑大学,建筑电气与智能化,,,national
北京建筑大学,机械电子工程,,,national
北京建筑大学,测绘工程,,,national
北京建筑大学,环境工程,,,national
北京建筑大学,给排水科学与工程,,,national
北京建筑大学,自动化,,,national
北京建筑大学,计算机科学与技术,,,national
北京建筑大学,车辆工程,,,national
北京建筑大学,风景园林,,,national
北京服装学院,中国画,,,national
北京服装学院,产品设计,,,national
北京服装学院,传播学,,,national
北京服装学院,公共艺术,,,national
北京服装学院,动画,,,national
北京服装学院,工业设计,,,national
北京服装学院,数字媒体艺术,,,national
北京服装学院,服装与服饰设计,,,national
北京服装学院,服装设计与工程,,,national
北京服装学院,环境设计,,,national
北京服装学院,艺术与科技,,,national
北京服装学院,表演,,,national
北京服装学院,视觉传达设计,,,national
北京服装学院,高分子材料与工程,,,national
北京林业大学,产品设计,,,national
北京林业大学,信息管理与信息系统,,,national
北京林业大学,农林经济管理,,,national
北京林业大学,商务英语,,,national
北京林业大学,园林,,,national
北京林业大学,园艺,,,national
北京林业大学,国际经济与贸易,,,national
北京林业大学,地理信息科学,,,national
北京林业大学,城乡规划,,,national
北京林业大学,工商管理,,,national
北京林业大学,数字媒体技术,,,national
北京林业大学,木材科学与工程,,,national
北京林业大学,机械设计制造及其自动化,,,national
北京林业大学,林产化工,,,national
北京林业大学,林学,,,national
北京林业大学,森林保护,,,national
北京林业大学,水土保持与荒漠化防治,,,national
北京林业大学,环境工程,,,national
北京林业大学,生物科学,,,national
北京林业大学,经济林,,,national
北京林业大学,给排水科学与工程,,,national
北京林业大学,英语,,,national
北京林业大学,草业科学,,,national
北京林业大学,计算机科学与技术,,,national
北京林业大学,野生动物与自然保护区管理,,,national
北京林业大学,风景园林,,,national
北京林业大学,食品科学与工程,,,national
北京物资学院,会计学,,,national
北京物资学院,信息管理与信息系统,,,national
北京物资学院,物流工程,,,national
北京物资学院,物流管理,,,national
北京物资学院,物联网工程,,,national
北京物资学院,电子商务,,,national
北京物资学院,采购管理,,,national
北京物资学院,金融学,,,national
北京理工大学,产品设计,,,national
北京理工大学,会计学,,,national
北京理工大学,信息与计算科学,,,national
北京理工大学,信息对抗技术,,,national
北京理工大学,信息管理与信息系统,,,national
北京理工大学,光电信息科学与工程,,,national
北京理工大学,制药工程,,,national
北京理工大学,化学,,,national
北京理工大学,化学工程与工艺,,,national
北京理工大学,国际经济与贸易,,,national
北京理工大学,安全工程,,,national
北京理工大学,工业工程,,,national
北京理工大学,工商管理,,,national
北京理工大学,工程力学,,,national
北京理工大学,应用物理学,,,national
北京理工大学,弹药工程与爆炸技术,,,national
北京理工大学,德语,,,national
北京理工大学,数学与应用数学,,,national
北京理工大学,机械工程,,,national
北京理工大学,机械电子工程,,,national
北京理工大学,材料化学,,,national
北京理工大学,材料成型及控制工程,,,national
北京理工大学,材料科学与工程,,,national
北京理工大学,武器发射工程,,,national
北京理工大学,武器系统与工程,,,national
北京理工大学,法学,,,national
北京理工大学,测控技术与仪器,,,national
北京理工大学,特种能源技术与工程,,,national
北京理工大学,环境设计,,,national
北京理工大学,生物医学工程,,,national
北京理工大学,生物技术,,,national
北京理工大学,电子信息工程,,,national
北京理工大学,电子科学与技术,,,national
北京理工大学,电气工程及其自动化,,,national
北京理工大学,经济学,,,national
北京理工大学,统计学,,,national
北京理工大学,能源与动力工程,,,national
北京理工大学,能源化学工程,,,national
北京理工大学,自动化,,,national
北京理工大学,英语,,,national
北京理工大学,装甲车辆工程,,,national
北京理工大学,计算机科学与技术,,,national
北京理工大学,车辆工程,,,national
北京理工大学,软件工程,,,national
北京理工大学,通信工程,,,national
北京理工大学,飞行器动力工程,,,national
北京理工大学,飞行器设计与工程,,,national
北京理工大学,高分子材料与工程,,,national
北京理工大学珠海学院,电子科学与技术,3,2021,national
北京电子科技学院,保密管理,,,national
北京电子科技学院,电子信息工程,,,national
北京电子科技学院,计算机科学与技术,,,national
北京电子科技学院,通信工程,,,national
北京电影学院,动画,,,national
北京电影学院,广播电视编导,,,national
北京电影学院,录音艺术,,,national
北京电影学院,戏剧影视导演,,,national
北京电影学院,戏剧影视文学,,,national
北京电影学院,戏剧影视美术设计,,,national
北京电影学院,摄影,,,national
北京电影学院,数字媒体艺术,,,national
北京电影学院,表演,,,national
北京石油化工学院,制药工程,,,national
北京石油化工学院,化学工程与工艺,,,national
北京石油化工学院,机械工程,,,national
北京石油化工学院,环境工程,,,national
北京石油化工学院,能源与动力工程,,,national
北京石油化工学院,自动化,,,national
北京石油化工学院,计算机科学与技术,,,national
北京石油化工学院,高分子材料与工程,,,national
北京科技大学,会计学,,,national
北京科技大学,冶金工程,,,national
北京科技大学,土木工程,,,national
北京科技大学,大数据管理与应用,,,national
北京科技大学,安全工程,,,national
北京科技大学,工业设计,,,national
北京科技大学,工商管理,,,national
北京科技大学,应用化学,,,national
北京科技大学,应用物理学,,,national
北京科技大学,数学与应用数学,,,national
北京科技大学,日语,,,national
北京科技大学,机械工程,,,national
北京科技大学,材料科学与工程,,,national
北京科技大学,法学,,,national
北京科技大学,测控技术与仪器,,,national
北京科技大学,物流工程,,,national
北京科技大学,环境工程,,,national
北京科技大学,矿物加工工程,,,national
北京科技大学,社会工作,,,national
北京科技大学,能源与动力工程,,,national
北京科技大学,自动化,,,national
北京科技大学,英语,,,national
北京科技大学,行政管理,,,national
北京科技大学,计算机科学与技术,,,national
北京科技大学,车辆工程,,,national
北京科技大学,通信工程,,,national
北京科技大学,采矿工程,,,national
北京第二外国语学院,俄语,,,national
北京第二外国语学院,商务英语,,,national
北京第二外国语学院,德语,,,national
北京第二外国语学院,旅游管理,,,national
北京第二外国语学院,日语,,,national
北京第二外国语学院,朝鲜语,,,national
北京第二外国语学院,法语,,,national
北京第二外国语学院,翻译,,,national
北京第二外国语学院,英语,,,national
北京第二外国语学院,葡萄牙语,,,national
北京第二外国语学院,西班牙语,,,national
北京第二外国语学院,财务管理,,,national
北京第二外国语学院,酒店管理,,,national
北京第二外国语学院,阿拉伯语,,,national
北京第二外国语学院中瑞酒店管理学院,酒店管理,,,national
北京联合大学,人文地理与城乡规划,,,national
北京联合大学,会计学,,,national
北京联合大学,国际经济与贸易,,,national
北京联合大学,应用心理学,,,national
北京联合大学,数字媒体艺术,,,national
北京联合大学,旅游管理,,,national
北京联合大学,电子商务,,,national
北京联合大学,计算机科学与技术,,,national
北京联合大学,财务管理,,,national
北京联合大学,软件工程,,,national
北京联合大学,酒店管理,,,national
北京联合大学,金融学,,,national
北京舞蹈学院,舞蹈学,,,national
北京舞蹈学院,舞蹈教育,,,national
北京舞蹈学院,舞蹈编导,,,national
北京舞蹈学院,舞蹈表演,,,national
北京航空航天大学,交通运输,,,national
北京航空航天大学,信息与计算科学,,,national
北京航空航天大学,信息安全,,,national
北京航空航天大学,化学,,,national
北京航空航天大学,工业设计,,,national
北京航空航天大学,工程力学,,,national
北京航空航天大学,应用物理学,,,national
北京航空航天大学,微电子科学与工程,,,national
北京航空航天大学,数学与应用数学,,,national
北京航空航天大学,机器人工程,,,national
北京航空航天大学,机械工程,,,national
北京航空航天大学,材料科学与工程,,,national
北京航空航天大学,核物理,,,national
北京航空航天大学,法学,,,national
北京航空航天大学,生物医学工程,,,national
北京航空航天大学,纳米材料与技术,,,national
北京航空航天大学,经济学,,,national
北京航空航天大学,统计学,,,national
北京航空航天大学,翻译,,,national
北京航空航天大学,能源与动力工程,,,national
北京航空航天大学,英语,,,national
北京航空航天大学,行政管理,,,national
北京航空航天大学,视觉传达设计,,,national
北京航空航天大学,计算机科学与技术,,,national
北京航空航天大学,车辆工程,,,national
北京航空航天大学,飞行器动力工程,,,national
北京航空航天大学,飞行器环境与生命保障工程,,,national
北京航空航天大学,飞行器设计与工程,,,national
北京航空航天大学,飞行器质量与可靠性,,,national
北京航空航天大学,飞行器适航技术,,,national
北京警察学院,网络安全与执法,,,national
北京语言大学,俄语,,,national
北京语言大学,国际事务与国际关系,,,national
北京语言大学,德语,,,national
北京语言大学,意大利语,,,national
北京语言大学,汉语国际教育,,,national
北京语言大学,汉语言文学,,,national
北京语言大学,法语,,,national
北京语言大学,绘画,,,national
北京语言大学,翻译,,,national
北京语言大学,英语,,,national
北京语言大学,西班牙语,,,national
北京语言大学,计算机科学与技术,,,national
北京语言大学,金融学,,,national
北京语言大学,阿拉伯语,,,national
北京邮电大学,信息与计算科学,,,national
北京邮电大学,信息安全,,,national
北京邮电大学,信息工程,,,national
北京邮电大学,光电信息科学与工程,,,national
北京邮电大学,公共事业管理,,,national
北京邮电大学,工商管理,,,national
北京邮电大学,数字媒体技术,,,national
北京邮电大学,数字媒体艺术,,,national
北京邮电大学,机械工程,,,national
北京邮电大学,物联网工程,,,national
北京邮电大学,电信工程及管理,,,national
北京邮电大学,电子信息工程,,,national
北京邮电大学,电子信息科学与技术,,,national
北京邮电大学,电子商务,,,national
北京邮电大学,电子科学与技术,,,national
北京邮电大学,网络工程,,,national
北京邮电大学,自动化,,,national
北京邮电大学,英语,,,national
北京邮电大学,计算机科学与技术,,,national
北京邮电大学,软件工程,,,national
北京邮电大学,通信工程,,,national
北华大学,医学检验技术,,,national
北华大学,护理学,,,national
北华大学,数学与应用数学,,,national
北华大学,木材科学与工程,,,national
北华大学,机械设计制造及其自动化,,,national
北华大学,林学,,,national
北华大学,汉语言文学,,,national
北华大学,物理学,,,national
北华大学,电气工程及其自动化,,,national
北华大学,统计学,,,national
北华大学,药学,,,national
北华航天工业学院,机械设计制造及其自动化,,,national
北华航天工业学院,物流管理,,,national
北华航天工业学院,电子信息工程,,,national
北华航天工业学院,计算机科学与技术,,,national
北师香港浸会大学,统计学,,,national
北师香港浸会大学,计算机科学与技术,,,national
北方工业大学,会计学,,,national
北方工业大学,城市地下空间工程,,,national
北方工业大学,工商管理,,,national
北方工业大学,工程管理,,,national
北方工业大学,建筑学,,,national
北方工业大学,数字媒体技术,,,national
北方工业大学,机械设计制造及其自动化,,,national
北方工业大学,法学,,,national
北方工业大学,电子信息工程,,,national
北方工业大学,电气工程及其自动化,,,national
北方工业大学,自动化,,,national
北方工业大学,英语,,,national
北方工业大学,计算机科学与技术,,,national
北方民族大学,信息与计算科学,,,national
北方民族大学,动画,,,national
北方民族大学,化学工程与工艺,,,national
北方民族大学,国际经济与贸易,,,national
北方民族大学,旅游管理,,,national
北方民族大学,材料科学与工程,,,national
北方民族大学,汉语言文学,,,national
北方民族大学,生物工程,,,national
北方民族大学,电子信息工程,,,national
北方民族大学,统计学,,,national
北方民族大学,计算机科学与技术,,,national
北方民族大学,音乐表演,,,national
北方民族大学,食品科学与工程,,,national
北部湾大学,数学与应用数学,,,national
北部湾大学,机械工程,,,national
华东交通大学,交通工程,,,national
华东交通大学,交通运输,,,national
华东交通大学,人力资源管理,,,national
华东交通大学,会计学（ACCA）（特许公认会计师）,,,national
华东交通大学,会计学（CIMA）（特许管理会计师）,,,national
华东交通大学,会计学（CMA）（美国管理会计师）,,,national
华东交通大学,会计学（含大数据会计方向）,,,national
华东交通大学,会计学（国际会计）,,,national
华东交通大学,信息与计算科学,,,national
华东交通大学,土木工程（“土木工程+信息与计算科学”双学士学位）,,,national
华东交通大学,土木工程（地下空间与工程）,,,national
华东交通大学,土木工程（城市更新）,,,national
